id: 453901917307669115, distance: 0.9999986886978149, entity: {'Metaphone_Name': 'SMPRNJKRN', 'Title_Code': 'BIHHIN05150', 'Title_Name': 'SAMPURNA JAGRAN'}
id: 453901917307669124, distance: 0.6988211274147034, entity: {'Metaphone_Name': 'FTJKRN', 'Title_Code': 'DELBIL05402', 'Title_Name': 'VIDYA JAGRAN'}
id: 453901917307669213, distance: 0.6988211274147034, entity: {'Metaphone_Name': 'FTJKRN', 'Title_Code': 'MPBIL02552', 'Title_Name': 'VIDHHYA JAGRAN'}
id: 453901917307669258, distance: 0.6986847519874573, entity: {'Metaphone_Name': 'LTJKRN', 'Title_Code': 'UPHIN06410', 'Title_Name': 'LODHI JAGRAN'}
id: 453901917307670123, distance: 0.698415219783783, entity: {'Metaphone_Name': 'SMRNTMS', 'Title_Code': 'DELHIN10869', 'Title_Name': 'SIMRAN TIMES'}
id: 453901917307669310, distance: 0.6968607306480408, entity: {'Metaphone_Name': 'SRXTJKRN', 'Title_Code': 'UPHIN40475', 'Title_Name': 'SRISHTI JAGRAN'}
id: 453901917307669172, distance: 0.6959274411201477, entity: {'Metaphone_Name': 'JRKNTJKRN', 'Title_Code': 'JHAHIN00908', 'Title_Name': 'JHARKHAND JAGRAN'}
id: 453901917307669198, distance: 0.6957035064697266, entity: {'Metaphone_Name': 'XSTJKRN', 'Title_Code': 'MPHIN08902', 'Title_Name': 'SHOSIT JAGRAN'}
id: 453901917307669293, distance: 0.6939001679420471, entity: {'Metaphone_Name': 'PLKXTRJKRN', 'Title_Code': 'UPHIN08047', 'Title_Name': 'PAL KSHATRIYA JAGRAN'}
id: 453901917307669177, distance: 0.6919837594032288, entity: {'Metaphone_Name': 'FFSJKRN', 'Title_Code': 'MAHMAR27296', 'Title_Name': 'VYAVSAI JAGRAN'}
id: 453901917307682525, distance: 0.6916174292564392, entity: {'Metaphone_Name': 'SMKRNT', 'Title_Code': 'UPHIN35849', 'Title_Name': 'SAMACHAR INDIA'}
id: 453901917307669255, distance: 0.6878501772880554, entity: {'Metaphone_Name': 'LKXJKRN', 'Title_Code': 'UPHIN42918', 'Title_Name': 'LAKSHYA JAGRAN'}
id: 453901917307679855, distance: 0.6784343123435974, entity: {'Metaphone_Name': 'ANTNSTRLJKLJRNL', 'Title_Code': 'DELENG06831', 'Title_Name': 'INDIAN ASTROLOGICAL JOURNAL'}
id: 453901917307678068, distance: 0.6779299974441528, entity: {'Metaphone_Name': 'SMKRTT', 'Title_Code': 'GUJGUJ17331', 'Title_Name': 'SAMACHAR TODAY'}
id: 453901917307678684, distance: 0.6779299974441528, entity: {'Metaphone_Name': 'SMKRTT', 'Title_Code': 'MPHIN33925', 'Title_Name': 'SAMAGRA TODAY'}
id: 453901917307683568, distance: 0.6773608922958374, entity: {'Metaphone_Name': 'SMJTKS', 'Title_Code': 'RAJHIN26845', 'Title_Name': 'SAMAJWAD KI AWAZ'}
id: 453901917307669254, distance: 0.6755552291870117, entity: {'Metaphone_Name': 'NFSRJKRN', 'Title_Code': 'UPBIL05192', 'Title_Name': 'NAVSWAR JAGRAN'}
id: 453901917307669252, distance: 0.6742501854896545, entity: {'Metaphone_Name': 'ARFRTJKRN', 'Title_Code': 'UPHIN49536', 'Title_Name': 'ARYAVART JAGRAN'}
id: 453901917307669273, distance: 0.6733074188232422, entity: {'Metaphone_Name': 'MNHRJKRN', 'Title_Code': 'UPHIN46248', 'Title_Name': 'MANOHAR JAGRAN'}
id: 453901917307669302, distance: 0.6721388697624207, entity: {'Metaphone_Name': 'JNTJKRNJNSP', 'Title_Code': 'UPHIN48914', 'Title_Name': 'JANTA JAGRAN JANSABHA'}
id: 453901917307680693, distance: 0.6721020340919495, entity: {'Metaphone_Name': 'JKNTJK', 'Title_Code': 'HARHIN11070', 'Title_Name': 'JAGO INDIA JAGO'}
id: 453901917307669109, distance: 0.6703831553459167, entity: {'Metaphone_Name': 'JNJKRNTMS', 'Title_Code': 'NOFHIN00556', 'Title_Name': 'JAN JAGRAN TIMES'}
id: 453901917307669261, distance: 0.6703831553459167, entity: {'Metaphone_Name': 'JNJKRNTMS', 'Title_Code': 'UPHIN20079', 'Title_Name': 'JAN JAGRAN TIMES'}
id: 453901917307669256, distance: 0.6692636609077454, entity: {'Metaphone_Name': 'JNTJKRNXKT', 'Title_Code': 'UPHIN20546', 'Title_Name': 'JANTA JAGRAN SHAKTI'}
id: 453901917307669249, distance: 0.669077455997467, entity: {'Metaphone_Name': 'APTJKRN', 'Title_Code': 'UPHIN49261', 'Title_Name': 'ABHYUDAYA JAGRAN'}
id: 453901917307669194, distance: 0.6684726476669312, entity: {'Metaphone_Name': 'KRXJKRNSPTHK', 'Title_Code': 'MPHIN18323', 'Title_Name': 'KRISHI JAGRAN SAPTAHIK'}
id: 453901917307679111, distance: 0.667839765548706, entity: {'Metaphone_Name': 'SMPRNTT', 'Title_Code': 'UPHIN48558', 'Title_Name': 'SAMPURAN TODAY'}
id: 453901917307678725, distance: 0.667839765548706, entity: {'Metaphone_Name': 'SMPRNTT', 'Title_Code': 'MPHIN29424', 'Title_Name': 'SAMPURAN TODAY'}
id: 453901917307679113, distance: 0.667839765548706, entity: {'Metaphone_Name': 'SMPRNTT', 'Title_Code': 'UPHIN48007', 'Title_Name': 'SAMPURAN TODAY'}
id: 453901917307678377, distance: 0.667839765548706, entity: {'Metaphone_Name': 'SMPRNTT', 'Title_Code': 'MPHIN34429', 'Title_Name': 'SAMPURAN TODAY'}
id: 453901917307669292, distance: 0.6674538254737854, entity: {'Metaphone_Name': 'AKJKRNTMS', 'Title_Code': 'UPHIN50917', 'Title_Name': 'YUG JAGRAN TIMES'}
id: 453901917307669191, distance: 0.6667656302452087, entity: {'Metaphone_Name': 'PTRKRJKRN', 'Title_Code': 'MPHIN23511', 'Title_Name': 'PATRAKAR JAGRAN'}
id: 453901917307680889, distance: 0.6625528931617737, entity: {'Metaphone_Name': 'SMRTKMPNNNT', 'Title_Code': 'KERENG02267', 'Title_Name': 'SMART COMPANION INDIA'}
id: 453901917307669284, distance: 0.6625447273254395, entity: {'Metaphone_Name': 'FSNTRJKRN', 'Title_Code': 'UPHIN50663', 'Title_Name': 'VASUNDHARA JAGRAN'}
id: 453901917307669297, distance: 0.6625447273254395, entity: {'Metaphone_Name': 'FSNTRJKRN', 'Title_Code': 'UPHIN51605', 'Title_Name': 'VASUNDHARA JAGRAN'}
id: 453901917307683109, distance: 0.6584292054176331, entity: {'Metaphone_Name': 'ASSMJKPRNKKLF', 'Title_Code': 'DELHIN15591', 'Title_Name': 'AWAZ SAMAJ KI BURAIYON KE KHILAAF'}
id: 453901917307669216, distance: 0.6581494212150574, entity: {'Metaphone_Name': 'FTXJKRN', 'Title_Code': 'MPHIN33793', 'Title_Name': 'VIDISHA JAGRAN'}
id: 453901917307669231, distance: 0.6574757099151611, entity: {'Metaphone_Name': 'AMRJKRNSMRT', 'Title_Code': 'RAJHIN06232', 'Title_Name': 'AMARJAGRAN SAMRAT'}
id: 453901917307669209, distance: 0.6513301134109497, entity: {'Metaphone_Name': 'JPLPRJKRN', 'Title_Code': 'MPHIN07422', 'Title_Name': 'JABALPUR JAGRAN'}
id: 453901917307677656, distance: 0.6508503556251526, entity: {'Metaphone_Name': 'KRNTKJJMNTSTT', 'Title_Code': 'CHAENG00475', 'Title_Name': 'KARNATAKA JUDGEMENTS TODAY'}
id: 453901917307682112, distance: 0.6489527821540833, entity: {'Metaphone_Name': '0NTNJKRFKLJRNL', 'Title_Code': 'TNENG05907', 'Title_Name': 'THE INDIAN GEOGRAPHICAL JOURNAL'}
id: 453901917307669221, distance: 0.6456623673439026, entity: {'Metaphone_Name': 'ATPKJKRN', 'Title_Code': 'PUNMUL00717', 'Title_Name': 'ADHYAPAK JAGRAN'}
id: 453901917307678047, distance: 0.645293116569519, entity: {'Metaphone_Name': 'SMN0TT', 'Title_Code': 'GUJGUJ14736', 'Title_Name': 'SOMNATH TODAY'}
id: 453901917307677641, distance: 0.6434910297393799, entity: {'Metaphone_Name': 'RJKRNFTTT', 'Title_Code': 'BIHHIN04882', 'Title_Name': 'ROJGAAR NIVIDA TODAY'}
id: 453901917307671724, distance: 0.6419605612754822, entity: {'Metaphone_Name': 'SMKTTMS', 'Title_Code': 'KARKAN28064', 'Title_Name': 'SAMYUKTA TIMES'}
id: 453901917307680639, distance: 0.6375532150268555, entity: {'Metaphone_Name': 'SMFNT', 'Title_Code': 'GUJGUJ06936', 'Title_Name': 'SAMAY OF INDIA'}
id: 453901917307683164, distance: 0.6370197534561157, entity: {'Metaphone_Name': 'SMN0KS', 'Title_Code': 'GUJGUJ17125', 'Title_Name': 'SOMNATH KI AAWAZ'}
id: 453901917307683437, distance: 0.6338304877281189, entity: {'Metaphone_Name': 'PRJKS', 'Title_Code': 'MPHIN12797', 'Title_Name': 'PRAJA KI AWAZ'}
