<<<<<<< HEAD
id: 454083262670675230, distance: 0.8467065095901489, entity: {'Metaphone_Name': 'AKLNTTJ', 'Title_Code': 'PONTAM00205', 'Title_Name': 'AKHILA INDIA IDHAZH'}
id: 454083262670673787, distance: 1.0627233982086182, entity: {'Metaphone_Name': 'ANTNJRNLFL0KRKLTNTMNJMNT', 'Title_Code': 'DELENG17817', 'Title_Name': 'INDIAN JOURNAL OF HEALTHCARE QUALITY AND MANAGEMENT'}
id: 454083262670671722, distance: 1.0638086795806885, entity: {'Metaphone_Name': 'KRJLTT', 'Title_Code': 'LDBIL00005', 'Title_Name': 'KARGIL TODAY'}
id: 454083262670674489, distance: 1.0646140575408936, entity: {'Metaphone_Name': 'ANTNPJ', 'Title_Code': 'KERMAL12393', 'Title_Name': 'INDIAN PAGE'}
id: 454083262670671391, distance: 1.065101146697998, entity: {'Metaphone_Name': 'JNRLKNLJTT', 'Title_Code': 'DELENG02262', 'Title_Name': 'GENERAL KNOWLEDGE TODAY'}
id: 454083262670673608, distance: 1.06534743309021, entity: {'Metaphone_Name': 'ANTNJNRLFKRKLTRSNS', 'Title_Code': 'DELENG16376', 'Title_Name': 'INDIAN JOUNRAL OF AGRICULTURE SCIENCE'}
id: 454083262670662707, distance: 1.0666033029556274, entity: {'Metaphone_Name': 'JKRNLRF', 'Title_Code': 'MPENG01335', 'Title_Name': 'JAGRAN LAW REVIEW'}
id: 454083262670673311, distance: 1.0669264793395996, entity: {'Metaphone_Name': 'ANTNJRNLFSSLSKRT', 'Title_Code': 'DELENG12928', 'Title_Name': 'INDIAN JOURNAL OF SOCIAL SECURITY'}
id: 454083262670675869, distance: 1.066980004310608, entity: {'Metaphone_Name': 'ANTNSSLJKLPLTN', 'Title_Code': 'UPENG01515', 'Title_Name': 'INDIAN SOCILOGICAL BULIETIN'}
id: 454083262670674552, distance: 1.0680104494094849, entity: {'Metaphone_Name': 'ANTNJRNLFKSTRNTRLJ', 'Title_Code': 'MAHENG01882', 'Title_Name': 'INDIAN JOURNAL OF GASTROENTEROLOGY'}
id: 454083262670672327, distance: 1.06826913356781, entity: {'Metaphone_Name': 'SRNJTT', 'Title_Code': 'MPHIN31415', 'Title_Name': 'SIRONJ TODAY'}
id: 454083262670676470, distance: 1.06975257396698, entity: {'Metaphone_Name': 'ANTNJRNLFNTSTRLMTSN', 'Title_Code': 'WBENG03324', 'Title_Name': 'INDIAN JOURNAL OF INDUSTRIAL MEDICINE'}
id: 454083262670675611, distance: 1.06975257396698, entity: {'Metaphone_Name': 'ANTNJRNLFNTSTRLMTSN', 'Title_Code': 'TNENG03225', 'Title_Name': 'INDIAN JOURNAL OF INDUSTRIAL MEDICINE'}
id: 454083262670676445, distance: 1.06975257396698, entity: {'Metaphone_Name': 'ANTNJRNLFNTSTRLMTSN', 'Title_Code': 'WBENG03323', 'Title_Name': 'INDIAN JOURNAL OF INDUSTRIAL MEDICINE'}
id: 454083262670671912, distance: 1.0699526071548462, entity: {'Metaphone_Name': 'ANJLTT', 'Title_Code': 'MPHIN29635', 'Title_Name': 'ANJALI TODAY'}
id: 454083262670672564, distance: 1.0699526071548462, entity: {'Metaphone_Name': 'ANJLTT', 'Title_Code': 'TNTAM22390', 'Title_Name': 'ANJAL TODAY'}
id: 454083262670671931, distance: 1.070162057876587, entity: {'Metaphone_Name': 'JNSMPRKTT', 'Title_Code': 'MPHIN25817', 'Title_Name': 'JANSAMPARK TODAY'}
id: 454083262670672249, distance: 1.071204423904419, entity: {'Metaphone_Name': 'JNSRTT', 'Title_Code': 'MPHIN33391', 'Title_Name': 'JANSWAR TODAY'}
id: 454083262670675033, distance: 1.0732643604278564, entity: {'Metaphone_Name': 'ANTNJRNLFSLJ', 'Title_Code': 'MPENG00103', 'Title_Name': 'INDIAN JOURNAL OF ZOOLOGY'}
id: 454083262670676356, distance: 1.0734789371490479, entity: {'Metaphone_Name': 'ANTNJRNLFR0SNS', 'Title_Code': 'WBENG00993', 'Title_Name': 'INDIAN JOURNAL OF EARTH SCIENCE'}
id: 454083262670672768, distance: 1.073980450630188, entity: {'Metaphone_Name': 'SNJTT', 'Title_Code': 'UPHIN45104', 'Title_Name': 'SANJAY TODAY'}
id: 454083262670673602, distance: 1.0741808414459229, entity: {'Metaphone_Name': 'ANNTNJRN', 'Title_Code': 'DELENG16235', 'Title_Name': 'AN INDIAN JOURNEY'}
id: 454083262670675915, distance: 1.0750946998596191, entity: {'Metaphone_Name': 'ANTNJRNLFKMNTMTSN', 'Title_Code': 'UPENG00545', 'Title_Name': 'INDIAN JOURNAL OF COMMUNITY MEDICINE'}
id: 454083262670673036, distance: 1.0750946998596191, entity: {'Metaphone_Name': 'ANTNJRNLFKMNTMTSN', 'Title_Code': 'CHAENG00844', 'Title_Name': 'INDIAN JOURNAL OF COMMUNITY MEDICINE'}
id: 454083262670674874, distance: 1.0751008987426758, entity: {'Metaphone_Name': 'ANTNJRNLFMTKLMKRPLJ', 'Title_Code': 'MAHENG12824', 'Title_Name': 'INDIAN JOURNAL OF MEDICAL MICROBIOLOGY'}
id: 454083262670675991, distance: 1.0751445293426514, entity: {'Metaphone_Name': 'JSTNTNS', 'Title_Code': 'UPHIN44774', 'Title_Name': 'JUST INDIA NEWS'}
id: 454083262670676116, distance: 1.0751445293426514, entity: {'Metaphone_Name': 'JSTNTNS', 'Title_Code': 'UPHIN42050', 'Title_Name': 'JUST INDIA NEWS'}
id: 454083262670675989, distance: 1.0751445293426514, entity: {'Metaphone_Name': 'JSTNTNS', 'Title_Code': 'UPENG03959', 'Title_Name': 'JUST INDIA NEWS'}
id: 454083262670674856, distance: 1.0751636028289795, entity: {'Metaphone_Name': 'ANTNNRJPSTRKTS', 'Title_Code': 'MAHENG01662', 'Title_Name': 'INDIAN ENERGY ABSTRACTS'}
id: 454083262670674619, distance: 1.0754756927490234, entity: {'Metaphone_Name': 'ANTNJRNLFPN', 'Title_Code': 'MAHENG13378', 'Title_Name': 'INDIAN JOURNAL OF PAIN'}
id: 454083262670673147, distance: 1.075811505317688, entity: {'Metaphone_Name': 'KKKLNTNRJNNSLTR', 'Title_Code': 'DELENG00986', 'Title_Name': 'COCA COLA INDIAN REGION NEWSLETTER'}
id: 454083262670663281, distance: 1.077880859375, entity: {'Metaphone_Name': 'JNJJRTMS', 'Title_Code': 'CHHHIN16163', 'Title_Name': 'JANJGIR TIMES'}
id: 454083262670662792, distance: 1.0784114599227905, entity: {'Metaphone_Name': 'JKRNJX', 'Title_Code': 'UPBIL03521', 'Title_Name': 'JAGRAN JOSH'}
id: 454083262670676430, distance: 1.0786218643188477, entity: {'Metaphone_Name': 'AKKNTNJRNLFSRMKS', 'Title_Code': 'WBENG04466', 'Title_Name': 'IIC-INDIAN JOURNAL OF CERAMICS'}
id: 454083262670662690, distance: 1.0791995525360107, entity: {'Metaphone_Name': 'JKRNMNTR', 'Title_Code': 'JHAHIN01022', 'Title_Name': 'JAGRAN MANTRA'}
id: 454083262670675763, distance: 1.0794376134872437, entity: {'Metaphone_Name': 'AKTLNT', 'Title_Code': 'UPHIN49999', 'Title_Name': 'ACTUAL INDIA'}
id: 454083262670675373, distance: 1.0810095071792603, entity: {'Metaphone_Name': 'AKNTRRXTRNTNS', 'Title_Code': 'RAJHIN17249', 'Title_Name': 'YUGANTAR RASHTRIYA INDIA NEWS'}
id: 454083262670662798, distance: 1.0814902782440186, entity: {'Metaphone_Name': 'SRJJKRN', 'Title_Code': 'UPHIN51328', 'Title_Name': 'SWARAJ JAGRAN'}
id: 454083262670662752, distance: 1.0820112228393555, entity: {'Metaphone_Name': 'PRMNJKRN', 'Title_Code': 'RAJHIN12806', 'Title_Name': 'BRAHMAN JAGRAN'}
id: 454083262670676332, distance: 1.082963466644287, entity: {'Metaphone_Name': 'ANTNNFKSNJ', 'Title_Code': 'WBENG04470', 'Title_Name': 'INDIAN INFO EXCHANGE'}
id: 454083262670670106, distance: 1.0831785202026367, entity: {'Metaphone_Name': 'MHRJKNJTMS', 'Title_Code': 'UPHIN13457', 'Title_Name': 'MAHARAJAGANJ TIMES'}
id: 454083262670673791, distance: 1.083238124847412, entity: {'Metaphone_Name': 'ANTNJRNLFKSNM', 'Title_Code': 'DELENG02968', 'Title_Name': 'INDIAN JOURNAL OF AGSONOMY'}
id: 454083262670673893, distance: 1.083660364151001, entity: {'Metaphone_Name': 'ANTNJRNLFNTRLPRTKTSNTRSRSS', 'Title_Code': 'DELENG17634', 'Title_Name': 'INDIAN JOURNAL OF NATURAL PRODUCTS AND RESOURCES'}
id: 454083262670662689, distance: 1.0839030742645264, entity: {'Metaphone_Name': 'JRKNTJKRN', 'Title_Code': 'JHAHIN00908', 'Title_Name': 'JHARKHAND JAGRAN'}
id: 454083262670672806, distance: 1.0845603942871094, entity: {'Metaphone_Name': 'JJMNTNTLTT', 'Title_Code': 'UPHIN44357', 'Title_Name': 'JUDGEMENT AND LAW TODAY'}
id: 454083262670673372, distance: 1.084794521331787, entity: {'Metaphone_Name': 'ANTNSTRLJKLJRNL', 'Title_Code': 'DELENG06831', 'Title_Name': 'INDIAN ASTROLOGICAL JOURNAL'}
id: 454083262670673101, distance: 1.0852084159851074, entity: {'Metaphone_Name': 'ANTNJRNLFSSLJ', 'Title_Code': 'DELENG02860', 'Title_Name': 'INDIAN JOURNAL OF SOCIOLOGY'}
id: 454083262670675529, distance: 1.0854839086532593, entity: {'Metaphone_Name': 'ALNTJJMNTS', 'Title_Code': 'TNENG05011', 'Title_Name': 'ALL INDIA JUDGEMENTS'}
id: 454083262670674678, distance: 1.0864269733428955, entity: {'Metaphone_Name': 'ANTPLNNTJLRSPLTN', 'Title_Code': 'MAHBIL07224', 'Title_Name': 'INDIA BULLION AND JEWELLERS BULLETIN'}
id: 454083262670675682, distance: 1.087672233581543, entity: {'Metaphone_Name': 'ANTNJRNLFPSKTR', 'Title_Code': 'TNENG03226', 'Title_Name': 'INDIAN JOURNAL OF PSYCHIATRY'}
id: 454083262670676661, distance: 1.0895709991455078, entity: {'Metaphone_Name': 'JNS', 'Title_Code': 'GUJGUJ14929', 'Title_Name': 'JAN AAWAZ'}
id: 454083262670676670, distance: 1.0895709991455078, entity: {'Metaphone_Name': 'JNS', 'Title_Code': 'GUJGUJ09462', 'Title_Name': 'JAN AAWAZ'}
id: 454083262670665143, distance: 1.089925765991211, entity: {'Metaphone_Name': 'JNTKTMS', 'Title_Code': 'JKBIL00189', 'Title_Name': 'J AND K TIMES'}
id: 454083262670676680, distance: 1.0901293754577637, entity: {'Metaphone_Name': 'KJRTNS', 'Title_Code': 'GUJGUJ13881', 'Title_Name': 'GUJARAT NO AWAZ'}
id: 454083262670673146, distance: 1.0901529788970947, entity: {'Metaphone_Name': 'ANTNJRNLFKMPTRSNS', 'Title_Code': 'DELENG19396', 'Title_Name': 'INDIAN JOURNAL OF COMPUTER SCIENCE'}
id: 454083262670662701, distance: 1.090871810913086, entity: {'Metaphone_Name': 'NNTJRMJKRN', 'Title_Code': 'MAHMAR52949', 'Title_Name': 'NANDIGIRAM JAGRAN'}
=======
BRAJ KI AAWAZ
PRAJA KI AWAZ
BHARAT TIMES SAJAG
BHARAT TIMES SAJAG
BHARAT TIMES SAJAG
PROJECTS TODAY
PROJECTOR TIMES
PROJECT MANAGEMENT TODAY
JAGO INDIA JAGO
BHARATIYA JAG TIMES
THE INDIAN GEOGRAPHICAL JOURNAL
JAN JAGRAN TIMES
JAN JAGRAN TIMES
SAHARA JAGRAN TIMES
INDIAN ASTROLOGICAL JOURNAL
ROJGAAR NIVIDA TODAY
SIRONJ KI AWAZ
BRAHMA JAGRUTI TIMES
YUG JAGRAN TIMES
BIGJOG TIMES
ARERAJ KI AWAZ
TODAY INDIA RAJAKEEYA
TODAY INDIA RAJAKEEYA
SAJAG INDIA
KHOJ KHABAR TIMES
INDIA TEJ KHABAR
PRAYAGRAJ TODAY
ROJGAR CAREER INDIA
INTERNATIONAL HYDROLOGICAL DECADE NEWSLETTER INDIA
PARKHAD WICHARANCHA INDIAN NEWS
KAZHUGAR TODAY
NAV JAGAT TODAY
SAJAG AWAZ
INDIAN JOURNAL OF PHYSICAL EDUCATION AND YOGIC SCIENCE
SAMAJ KI AWAZ
SAMAJIK AWAZ
PRAJA NEWS OF INDIA
KHOJI KHAJANA TIMES
PARYAWARAN-URJA TIMES
GAJUWAAKA TIMES
THE INDIAN JOURNAL OF CRIMINOLOGY & CRIMINALISTICS
SHIKSHA JAGAT KI AWAZ
SRISHTI JAGRAN TIMES
PRERNA KI AWAZ
JOG SANJOG TIMES
DALIT JAGRAN TIMES
INDIAN JOURNAL OF PSYCHOLOGICAL MEDICINE
KARNATAKA JUDGEMENTS TODAY
PRAGATI INDIA
PRAGATI INDIA
INDIAN SOCILOGICAL BULIETIN
PRADESH KI JANTA KI AWAZ
SHREE JAGANNATH TIMES
INDIAN JOURNAL OF CURRENT PSYCHOLOGICAL RESEARCH
TAJ KI AWAZ
AWAZ SAMAJ KI BURAIYON KE KHILAAF
PRABANDHAN: INDIAN JOURNAL OF MANAGEMENT
BHARREGAON SURGI TIMES
PRAYAG TODAY
BULLETIN OF THE ETHOLOGICAL SOCIETY OF INDIA
PRODUCER INDIA
PURE & ECO INDIA
PARAKH INDIA
MAHARAJAGANJ TIMES
PRAYAGRAJ TIMES
PRAYAGRAJ TIMES
PRAYAGRAJ TIMES
BUREAUCRACY INDIA
PROGRESS INDIA
PREMIER INDIA
AMBAJOGAI TIMES
NARI JAGRITI TIMES
NARI JAGRITI TIMES
NARI JAGRITI TIMES
NARI JAGRITI TIMES
NARI JAGARTI TIMES
INDIA AAJ KAL
INDIAN JOURNAL OF BIOLOGICAL STUDIES AND RESEARCH
PRAGATI VEER TIMES
PACKAGING INDIA
BANJARON KI AWAZ
SOU SAMAJ EK AAWAZ
NAVJAGRUTI TIMES
PRAGATI TODAY
BUYER'S GUIDE FOR INDIAN PRODUUCTS
DELITE TIMES JAGAT
RECORDS OF THE ZOOLOGICAL SURVEY OF INDIA
SAJAG NAGRIK TIMES
INDIA STRATEGIC
RAJGARH TODAY
SWAJAAG TIMES
SAJAG PRABHAT TIMES
NATIONAL GEOGRAPHIC TRAVELLER INDIA
INDIAN JOURNAL OF CRYOGENICS
BHRASTACHAR TODAY
ENGINEERING DRAWING TODAY
CURRENT INDIAN INCOME TAX ACT
PRINTCOM INDIA
PERSONNEL TODAY
PARIVARTAN NEWS INDIA
INDIA JAGRITI
INDIAN ENGINEERING NEWS RECORD
ENGINEERING NEWS OF INDIA
BAIRAGAD TIMES
PRAGATI TIMES
BHRAMAN INDIA TRAVEL
PRATIYOGITA TODAY
PRASHASKIY YOJANA TIMES
PRATIYOGITA INDIA
AAJ KA SAJAG PRAHARI NATIONAL TIMES
PRAJA TODAY
PRAJA TODAY
GRAMIN PRATIDIN
>>>>>>> c4ca88c951b17dc0d85ce38dded384544cb66ff2
